정류장번호,정류장명
DGB7041011800,남부자동차종합시장건너
DGB7041011900,경희강재건너
DGB7041012000,경희강재앞
DGB7041012100,중앙일보건너
DGB7041012200,대구비지니스센터앞
DGB7041012300,대구비지니스센터건너
DGB7041012400,금복주건너
DGB7041012500,금복주앞
DGB7041013000,내일교회건너
DGB7041013100,내일교회앞
DGB7041013200,성서119안전센터앞
DGB7041013300,성서119안전센터건너
DGB7041013400,동원비즈플랫폼앞
DGB7041013500,동원비즈플랫폼건너
DGB7041014000,푸드웰건너
DGB7041014100,한국산업인력공단건너
DGB7041014200,한국산업인력공단앞
DGB7041014300,푸드웰앞
DGB7041014400,본리네거리
DGB7041014500,학산공원1
DGB7041014600,학산공원2
DGB7041014700,월성주공5단지앞
DGB7041014800,달서구청앞
DGB7041014900,달서구청건너
DGB7041015000,월성청구코아건너
DGB7041015100,월성주공2단지앞
DGB7041015200,월성푸르지오앞
DGB7041015400,월성2동행정복지센터앞
DGB7041015500,월성2동행정복지센터건너
DGB7041015600,월성주공4단지건너
DGB7041015700,월성주공4단지앞2
DGB7041015800,올림픽기념관앞
DGB7041015900,올림픽기념관건너
DGB7041016000,남부교육지원청건너
DGB7041016100,남부교육지원청앞
DGB7041016200,대구공업대학건너
DGB7041016300,대구공업대학앞
DGB7041016400,송현2동행정복지센터건너
DGB7041016500,송현여중고교건너
DGB7041016600,송현여중고교앞
DGB7041016700,송현초등학교건너
DGB7041016800,상인화성파크드림건너
DGB7041016900,상인화성파크드림앞
DGB7041017000,월촌역(6번출구)
DGB7041017100,월촌역(7번출구)
DGB7041017200,경북기계공고앞
DGB7041017300,경북기계공고건너
DGB7041017400,대구교통공사건너
DGB7041017500,대구교통공사앞
DGB7041017600,영남고등학교앞
DGB7041017700,영남고등학교건너
DGB7041017800,월성e-편한세상건너
DGB7041017900,월성e-편한세상앞
DGB7041018000,성모여성병원건너
DGB7041018100,성모여성병원앞
DGB7041018200,월배역(4번출구)
DGB7041018300,월배역(3번출구)
DGB7041018400,월배초등학교건너
DGB7041018500,월배시장건너
DGB7041018600,월배시장앞
DGB7041018700,이마트월배점앞
DGB7041018800,이마트월배점건너
DGB7041018900,월성1동행정복지센터앞
DGB7041019000,월성1동행정복지센터건너
DGB7041019100,월성자이앞
DGB7041019200,상인자이앞
DGB7041019300,아너스월성앞
DGB7061023900,만촌우방1차앞
DGB7061024000,만촌우방1차건너
DGB7061024100,담티고개1
DGB7061024200,담티고개2
DGB7061024300,방공포병학교앞
DGB7061024400,방공포병학교건너
DGB7061024500,연호동화훼단지1
DGB7061024600,연호동화훼단지2
DGB7061024700,월드컵삼거리
DGB7061024800,월드컵삼거리앞
DGB7061024900,고산농협창고앞
DGB7061025000,고산농협창고건너
DGB7061025100,고산2동행정복지센터건너
DGB7061025200,고산2동행정복지센터앞
DGB7061025300,안심교(경산방향)
DGB7061025400,안심교(반야월방향)
DGB7061025500,성동앞
DGB7061025600,성동건너
DGB7061025700,고산역화성파크드림앞
DGB7061025800,고산역화성파크드림건너
DGB7061025900,대구농업마이스터고앞
DGB7061026000,대구농업마이스터고건너
DGB7061026100,신매광장앞
DGB7061026200,신매광장건너
DGB7061026300,신매시장
DGB7061026400,신매초등학교건너
DGB7061026500,신매초등학교앞
DGB7061026600,시지중학교
DGB7061026700,고산도서관
DGB7061026800,시지보성아파트앞
DGB7061026900,이마트경산점
DGB7061027100,사월역(4번출구)
DGB7061027200,대구시교육청건너
DGB7061027300,남산고등학교건너
DGB7061027400,화성쌍용타운건너
DGB7061027500,화성전문요양원앞
DGB7061027600,파동청구하이츠
DGB7061027700,수성4가동행정복지센터앞
DGB7061027800,화성쌍용타운앞1
DGB7061027900,삼환맨션
DGB7061028000,들안길네거리2
DGB7061028100,들안길네거리1
DGB7061028200,들안길네거리4
DGB7061028300,들안길네거리3
DGB7061028400,들안길1
DGB7061028500,들안길2
DGB7061028600,만촌2동행정복지센터
DGB7061028700,구.남부정류장건너2
DGB7061028800,고모역건너
DGB7061028900,가천동앞
DGB7061029000,시지천마타운앞
DGB7061029100,화성파크뷰건너
DGB7061029200,경기장네거리2
DGB7061029300,경기장네거리1
DGB7061029400,대구스타디움건너
DGB7061029500,대구스타디움앞
DGB7061029600,대구농업마이스터고후문앞
DGB7061029700,대구농업마이스터고후문건너
DGB7061029800,사월보성2차앞
DGB7061029900,사월보성2차건너
DGB7061030100,신매역(3번출구)
DGB7061030200,신매역(4번출구)
DGB7061030300,상동천주교회건너
DGB7061030400,미래아트빌앞
DGB7061030500,청백다례원
DGB7061030600,상동교1
DGB7061030700,중동서울아파트건너
DGB7061030800,농협중앙회중동지점건너
DGB7061030900,농협중앙회중동지점앞
DGB7061031000,수성구선거관리위원회앞
DGB7111084900,오2리(음지머구건너)
DGB7111084901,오리(양지마을앞)
DGB7111085000,대실역청아람1단지앞
DGB7111085100,죽곡휴먼시아1단지앞
DGB7111085200,세천북로1
DGB7111085300,세천북로2
DGB7121000100,폐수처리장
DGB7121000200,대평주공A
DGB7121000300,경산네거리(대구방향)
DGB7121000400,숙천동 건너
DGB7121000500,청천리(대구방향)
DGB7121000600,청천주유소
DGB7121000700,청천주유소 건너
DGB7121000800,청천역(대구방향)
DGB7121000900,청천역(하양방향)
DGB7121001000,청천초교 건너
DGB7121001100,청천초교
DGB7121001200,남하2리(하양방향)
DGB7121001300,은호2리(대구방향)
DGB7121001400,은호2리(하양방향)
DGB7121001500,경일·호산대학교(대구방향)
DGB7121001600,경일·호산대학교(하양방향)
DGB7121001700,대구가톨릭대학교
DGB7121001800,대구가톨릭대학교 건너
DGB7121001900,하양초등학교 건너
DGB7121002000,하양초등학교
DGB7121002100,하양한전
DGB7121002200,하양한전 건너
DGB7121002400,경산중고등학교 앞
DGB7121002500,계양네거리(자인방향)
DGB7121002600,계양주공아파트 앞
DGB7121002700,계양주공아파트 건너
DGB7121002800,사동동산아파트 앞
DGB7121002900,경남신성A 건너
DGB7121003000,경남신성A
DGB7121003100,서부2동행정복지센터 건너(옥산2지구)
DGB7121003200,서부2동행정복지센터(옥산2지구)
DGB7121003300,옥산네거리(경산방향)
DGB7121003400,옥산네거리(대구방향)
DGB7121003500,서부1동행정복지센터
DGB7121003600,국민건강보험공단(경산역)
DGB7121003700,중앙초교 건너
DGB7121003800,중앙초교
DGB7121003900,경산시장
DGB7121004000,경산시장 건너(대구은행)
DGB7121004100,경산시청별관 건너
DGB7121004200,경산시청별관(경산농협)
DGB7121004300,경산경찰서
DGB7121004400,경산시외버스정류장 건너(국민은행)
DGB7121004500,경산시외버스정류장(세명병원)
DGB7121004600,중방네거리(대구방향)
DGB7121004700,중방네거리(경산방향)
DGB7121004800,중방e편한세상(구.세왕주유소)
DGB7121004900,임당역2번출구
DGB7121005000,임당역1번출구
DGB7121005100,정평역4번출구
DGB7121005200,정평역3번출구(우방맨션)
DGB7121005300,정평역1번출구(현대타운)
DGB7121005500,북부동행정복지센터
DGB7121005600,북부동행정복지센터 건너
DGB7121005700,영남대 앞
DGB7121005800,영남대 건너
DGB7121005900,압량신협
DGB7121006000,압량읍사무소
DGB7121006100,부적주공A 건너
DGB7121006200,부적2리
DGB7121006300,하양역 건너
DGB7121006400,하양대구은행
DGB7121006500,하양황제맨션
DGB7121006600,하양청구2차타운 건너
DGB7041019400,보성은하타운앞
DGB7041019500,월성영남맨션앞
DGB7041019600,대구하이텍고교앞
DGB7041019700,대구하이텍고교건너
DGB7041019800,진천역(1번출구)
DGB7041019900,진천역(2번출구)
DGB7041020000,유천교(유천치안센터건너)
DGB7041020100,유천교(유천치안센터앞)
DGB7041020200,진천청구타운앞
DGB7041020300,진천청구타운건너
DGB7041020400,진월초등학교건너
DGB7041020500,진월초등학교앞
DGB7041020600,대곡주공8단지건너
DGB7041020700,대곡주공8단지앞
DGB7041020800,교대부설초등학교건너
DGB7041020900,교대부설초등학교앞
DGB7041021000,대곡주공7단지앞
DGB7041021100,대곡주공6단지앞
DGB7041021200,대곡강산타운건너
DGB7041021300,대곡중학교앞
DGB7041021400,대곡중학교건너
DGB7041021500,대곡사계절타운건너
DGB7041021600,대곡사계절타운앞
DGB7041021700,대곡주공2단지앞
DGB7041021800,대곡주공1단지앞
DGB7041021900,기업은행대곡지점앞
DGB7041022000,기업은행대곡지점건너
DGB7041022100,월배중학교건너
DGB7041022200,월배중학교앞
DGB7041022300,상인삼미타운건너
DGB7041022400,상인삼미타운앞
DGB7041022500,상인현대맨션건너
DGB7041022700,상인초등학교앞
DGB7041022800,상인동서타운앞
DGB7041022900,보성산호타운앞
DGB7041023000,상인역모아엘가파크뷰아파트앞
DGB7041023100,대동시장1
DGB7041023200,대동시장2
DGB7041023300,상인동화아이위시아파트앞
DGB7041023400,상인동화아이위시아파트건너
DGB7041023500,월곡네거리
DGB7041023600,월배농협대덕지점건너
DGB7041023700,상인한서타운앞
DGB7041023800,상인청구타운건너
DGB7041023900,상인청구타운앞
DGB7041024000,월촌초등학교앞
DGB7041024100,월촌초등학교건너
DGB7041024200,감삼네거리2
DGB7041024300,국민건강보험공단건너
DGB7041024400,국민건강보험공단앞
DGB7041024500,이월드(구.우방랜드)정문
DGB7041024600,두류도서관앞
DGB7041024700,현대해상앞
DGB7041024800,반고개2
DGB7041024900,서대구시장앞
DGB7041025000,서대구시장건너
DGB7041025100,성남초등학교앞
DGB7041025200,성남초등학교건너
DGB7041025300,이월드(구.우방랜드)후문건너
DGB7041025400,이월드(구.우방랜드)후문앞
DGB7041025500,두류보성맨션앞
DGB7041025600,두류보성맨션건너
DGB7041025800,장동초등학교앞
DGB7041025900,금봉네거리1
DGB7041026000,남부초등학교앞2
DGB7041026100,금봉네거리2
DGB7041026200,대구해올고교건너
DGB7041026300,대구해올고교앞
DGB7041026400,청구그린맨션1차건너
DGB7041026500,청구그린맨션1차앞
DGB7061031100,신매태성아파트
DGB7061031200,신매태성아파트건너
DGB7061031300,덕원고등학교건너
DGB7061031400,덕원고등학교앞
DGB7061032200,삼덕동1
DGB7061032300,삼덕동2
DGB7061032500,고모동입구
DGB7061032600,오성아파트
DGB7061032700,대덕마을앞
DGB7061032800,대덕마을건너
DGB7061033300,두리봉터널종점건너
DGB7061033500,두리봉터널종점
DGB7061033600,두리봉터널입구건너
DGB7061033700,두리봉터널입구
DGB7061033800,흥사단 대구지부건너
DGB7061033900,만촌1동행정복지센터
DGB7061034200,범물2동행정복지센터앞
DGB7061034300,범물2동행정복지센터건너
DGB7061034400,범물우방미진하이츠앞
DGB7061034500,성동초등학교앞
DGB7061034600,황금네거리2
DGB7061034700,대우트럼프월드수성건너
DGB7061034800,수성못건너
DGB7061034900,대구은행역(1번출구)
DGB7061035000,우방아파트삼거리
DGB7061035100,대청초등학교앞
DGB7061035200,소선여중건너
DGB7061035300,우방금탑아파트(서편)
DGB7061035600,2차대자연맨션건너
DGB7061035700,불교한방병원앞1
DGB7061035800,대구은행역(2번출구)
DGB7061035900,수성구선거관리위원회건너
DGB7061036000,고산정수사업소건너
DGB7061036200,욱수초등학교건너
DGB7061036300,대공원역(1번출구)
DGB7061036400,대공원역(5번출구)
DGB7061036700,흥사단 대구지부앞
DGB7061036800,메트로팔레스2
DGB7061038000,사월동(종점)
DGB7061038100,수성태영데시앙앞
DGB7061038200,동성초등학교건너
DGB7061038500,고모역앞
DGB7061038600,팔현마을
DGB7061038700,메트로팔레스1
DGB7061038800,매호성당건너
DGB7061039100,수성태영데시앙건너
DGB7061039200,수성하이츠
DGB7061039300,차량등록사업소건너1
DGB7061039500,청구시장건너
DGB7061039700,수성못오거리5
DGB7061039800,지산영남맨션앞
DGB7061039900,지산우방아파트
DGB7061040100,동원초등학교앞
DGB7061040200,만촌태왕리더스앞2
DGB7061040300,욱수초등학교앞
DGB7061040400,사월역(2번출구)
DGB7061040500,시지(종점)
DGB7061040800,수성구민운동장건너
DGB7061041000,만촌태왕리더스북편
DGB7061041100,성동탱자나무마을건너
DGB7061041200,성동마을앞
DGB7061041300,성동마을건너
DGB7061041400,성동탱자나무마을앞
DGB7061041500,시지대성유니드앞
DGB7061041600,시지대성유니드건너
DGB7061041700,매호동서아파트앞
DGB7061041900,동문고등학교앞
DGB7061042000,만촌역(1번출구)
DGB7061042200,불교한방병원앞2
DGB7061042300,청구시장건너2
DGB7061055600,연호지
DGB7121006700,폐수처리장 건너
DGB7121006900,경일대정문
DGB7121007000,하양시외버스터미널 건너
DGB7121007100,하양청구2차타운
DGB7121007200,금락초교
DGB7121007300,부기리LH아파트 건너
DGB7121007400,금락초교 건너
DGB7121007500,북리(경산방향)
DGB7121007600,북리(하양방향)
DGB7121007700,코오롱공장 건너
DGB7121007900,부기2리
DGB7121008000,코오롱공장
DGB7121008100,부기리LH아파트
DGB7121008200,대구대삼거리(대구방향)
DGB7121008300,상림리 건너
DGB7121008400,상림리
DGB7121008500,대구대서문 건너
DGB7121008700,용천입구(경산방향)
DGB7121008800,부림한방병원 건너
DGB7121008900,부림한방병원
DGB7121009000,시천리
DGB7121009100,계당초교입구
DGB7121009200,용천2리(금호방향)
DGB7121009300,사동동산아파트 건너
DGB7121009400,태왕드림하이츠 건너
DGB7121009500,태왕드림하이츠 앞
DGB7121009600,중앙동행정복지센터 건너
DGB7121009700,중앙동행정복지센터
DGB7121009800,경산초교
DGB7121009900,경산초교 건너
DGB7121010000,경산중앙병원 건너
DGB7121010100,중앙병원
DGB7121010200,영남외대종합복지관 건너
DGB7121010300,협석(경산방향)
DGB7121010400,영남사이버대
DGB7121010500,"산전리,대명1리(경산방향)"
DGB7121010600,"산전리,대명1리(청도방향)"
DGB7121010700,대명2리(청도방향)
DGB7121010800,대명2리(경산방향)
DGB7121010900,신석(경산방향)
DGB7121011000,문화마을(청도방향)
DGB7121011100,문화마을 건너
DGB7121011200,남천면사무소
DGB7121011300,남천면사무소 건너
DGB7121011400,삼성2리(경산방향)
DGB7121011500,금곡교(청도방향)
DGB7121011600,금곡교(경산방향)
DGB7121011800,부적주공A
DGB7121011900,압량읍사무소 건너
DGB7121012000,압량신협 건너
DGB7121012200,금구동(진량방향)
DGB7121012300,현흥초교 건너
DGB7121012400,현흥초교
DGB7121012500,현흥2리(진량방향)
DGB7121012600,현흥2리(경산방향)
DGB7121012700,선화삼거리(하양방향)
DGB7121012800,영호맨션 입구
DGB7121012900,진량읍사무소
DGB7121013000,진량호반베르디움 건너
DGB7121013100,진량우방A
DGB7121013200,진량우방A 건너
DGB7121013300,원리새마을회관 건너
DGB7121013400,대평LPG충전소
DGB7121013500,대평LPG충전소 건너
DGB7121013700,부호리 건너
DGB7121013800,부호리
DGB7121013900,남하2리(대구방향)
DGB7121014100,하양종점(518번) 건너
DGB7121014200,백천부영 초록마을(남천방향)
DGB7121014300,신나리A
DGB7121014400,백천부영 초록마을(경산방향)
DGB7121014500,부적2리 건너
DGB7041026600,서부정류장역2(1번출구)
DGB7041026700,서부정류장1
DGB7041026800,서부정류장역1(1번출구)
DGB7041026900,한영한마음아동병원건너
DGB7041027000,송현제림타운건너
DGB7041027100,송현제림타운앞
DGB7041027200,송현역(4번출구)
DGB7041027300,송현역(3번출구)
DGB7041027400,송현역(1번출구)
DGB7041027500,송현역(2번출구)
DGB7041027600,송현1동치안센터건너
DGB7041027700,앞산청구제네스앞
DGB7041027800,앞산청구제네스건너
DGB7041027900,중소기업지원센터
DGB7041028000,송현공원건너
DGB7041028100,송현공원앞
DGB7041028200,장관빌라건너
DGB7041028300,장관빌라앞
DGB7041028400,달서별빛캠핑장건너
DGB7041028500,대덕승마장건너
DGB7041028600,대덕승마장앞
DGB7041028700,청소년수련원건너
DGB7041028800,대서초등학교앞
DGB7041028900,청소년수련원앞
DGB7041029000,월촌고가교2
DGB7041029100,월촌고가교1
DGB7041029200,상인제림아파트앞
DGB7041029300,상인제림아파트건너
DGB7041029400,상인비둘기1단지아파트건너
DGB7041029500,상인비둘기1단지아파트앞
DGB7041029600,상인은행아파트건너
DGB7041029700,보훈병원건너
DGB7041029800,보훈병원앞
DGB7041029900,상인비둘기2단지아파트앞
DGB7041030000,상인장미아파트앞
DGB7041030100,앞산궁도장건너
DGB7041030200,두류공원네거리1
DGB7041030300,두류공원네거리2
DGB7041030400,두리봉네거리1
DGB7041030500,중앙일보앞
DGB7041030600,본리초교네거리1
DGB7041030700,본리초교네거리2
DGB7041030800,성곡중학교건너
DGB7041030900,성곡중학교앞
DGB7041031100,용산1동행정복지센터건너
DGB7041031200,용산1동행정복지센터앞
DGB7041031300,우방죽전타운건너
DGB7041031400,우방죽전타운앞1
DGB7041031500,세강병원앞
DGB7041031700,상인우방아파트
DGB7041031800,토지주택공사건너
DGB7041031900,토지주택공사앞
DGB7041032000,월광수변공원
DGB7041032100,장기초록나라앞
DGB7041032200,장동초등학교건너
DGB7041032500,강창역(1번출구)
DGB7041032800,호산초등학교앞
DGB7041032900,수목원삼성래미안1차앞
DGB7041033000,수목원삼성래미안1차건너
DGB7041033100,용산종합큰시장건너
DGB7041033200,용산종합큰시장앞
DGB7041033300,삼성래미안2차앞
DGB7041033400,롯데백화점상인점건너
DGB7041033600,희성전자앞
DGB7041033700,계명대역(2번출구)
DGB7041033800,대곡역(한라하우젠트건너)
DGB7041033900,대곡역(한라하우젠트앞)
DGB7041034100,삼성래미안2차건너
DGB7041034200,은행APT입구
DGB7041035100,월성주공4단지앞1
DGB7061055700,대흥동앞
DGB7061055800,대흥동건너
DGB7061055900,대구미술관건너
DGB7061056000,대구미술관앞
DGB7061056100,대구시지노인전문병원앞
DGB7061056200,대구시지노인전문병원건너
DGB7061056400,만촌화성파크스위트건너
DGB7061056500,연호역(3번출구)
DGB7061056600,이천동(종점)
DGB7061056700,이천동
DGB7061056800,연호동(종점)
DGB7061056900,연호동
DGB7061057000,연호역(3번출구)건너
DGB7061057100,노변청구타운건너
DGB7061057200,노변중학교
DGB7061057300,수성알파시티청아람앞
DGB7061057400,수성월드메르디앙앞
DGB7061057500,노변중학교건너
DGB7061057600,노변청구타운앞
DGB7061057700,연호지건너
DGB7061057800,육상진흥센터앞
DGB7061057900,육상진흥센터건너
DGB7061058000,소선여중앞
DGB7061058100,인터불고호텔건너
DGB7061058200,동문고등학교정문
DGB7061058300,동원초등학교후문앞
DGB7061058400,동원초등학교후문건너
DGB7061058500,수성도서관앞2
DGB7061058600,가천동건너
DGB7061058700,동원중학교
DGB7061058800,만촌화성파크스위트앞
DGB7061058900,인터불고호텔앞
DGB7061059000,만촌체육공원
DGB7061059100,정평성당건너
DGB7061059200,대구경찰청건너
DGB7061059300,황금고가교네거리
DGB7061059400,수성알파시티1
DGB7061059500,수성알파시티2
DGB7061059600,덕원고등학교앞2
DGB7061059700,만촌삼정그린코아앞
DGB7061059800,만촌삼정그린코아건너
DGB7061059900,진밭골(종점)1
DGB7061060000,진밭골(종점)2
DGB7111000100,대곡역(1번출구)
DGB7111000200,대곡역(2번출구)
DGB7111000300,대원고등학교
DGB7111000400,가창농협건너
DGB7111000500,가창농협앞
DGB7111000600,가창면사무소건너
DGB7111000700,가창면사무소앞
DGB7111000800,대구텍건너
DGB7111000900,중석타운건너
DGB7111001000,중석타운앞
DGB7111001900,대일1리점촌마을
DGB7111002000,주1리
DGB7111002400,삼산리입구앞
DGB7111002600,삼산리(삼산교회앞)
DGB7111002700,삼산리(삼산교회건너)
DGB7111002800,삼산리(범동교)
DGB7111002900,우록리(자양마을)앞
DGB7111003000,대원고등학교건너
DGB7111003100,대구교도소건너
DGB7111003200,대구교도소앞
DGB7111003300,화원초등학교건너
DGB7111003400,화원초등학교앞
DGB7111003500,화원농협주유소건너
DGB7111003600,화원농협주유소앞
DGB7111003700,화원삼주타운앞
DGB7111003800,화원삼주타운건너
DGB7111003900,성산리1
DGB7111004000,성산리2
DGB7111004100,달성중학교앞
DGB7111004200,달성중학교건너
DGB7121014700,선화삼거리(경산방향)
DGB7121014800,선화리청구A 건너
DGB7121014900,선화리청구A
DGB7121015000,연지입구(경산방향)
DGB7121015100,구금곡초교(경산방향)
DGB7121015200,흥산(경산방향)
DGB7121015300,대구대(정문2)
DGB7121016100,갑제삼거리(자인방향)
DGB7121016300,조폐공사
DGB7121016400,은호1리국군대구병원 건너
DGB7121016500,은호1리국군대구병원
DGB7121016800,하양역
DGB7121017000,시천리(금호방향)
DGB7121017100,계당초교입구건너
DGB7121017400,압량한라빌라트
DGB7121017600,영남대동문
DGB7121017700,갑제동회관
DGB7121017800,갑제동회관 건너
DGB7121017900,영남대동문 건너
DGB7121018100,진량우체국 건너
DGB7121018300,영남신학대학교후문
DGB7121018400,진량성당
DGB7121018500,진량성당 건너
DGB7121018600,영남신학대학교후문 건너
DGB7121018700,보인1리(매일유업건너)
DGB7121018800,진량우체국
DGB7121018900,부림초교 입구
DGB7121019000,대구대삼거리(대구대방향)
DGB7121019200,부기리
DGB7121019400,진량읍사무소 건너
DGB7121019600,롯데시네마
DGB7121019700,백천2동(경산방향)
DGB7121019800,백천2동(남천방향)
DGB7121019900,삼성현중학교 건너
DGB7121020000,대평협성휴포레 건너
DGB7121020100,대평협성휴포레 앞
DGB7121020200,협석(청도방향)
DGB7121020300,대평주공A 건너
DGB7121020500,백천주공A(경산방향)
DGB7121020600,금구동(대구방향)
DGB7121020700,금구동(종점)
DGB7121020800,부기2리 건너
DGB7121020900,대구대종점
DGB7121021000,대구대서문
DGB7121021100,대구대(정문1)
DGB7121021300,구.성암초교
DGB7121022100,속초
DGB7121022200,속초리마을회관 앞
DGB7121023700,덕산레이스 건너
DGB7121023800,대동교(은해사방향)
DGB7121023900,대동공단입구
DGB7121024000,대정동(경산방향)
DGB7121024100,대정동1(임당방향)
DGB7121024200,임당동(금구방향)
DGB7121024300,임당동(경산방향)
DGB7121025500,금구복지회관
DGB7121025600,금구복지회관 건너
DGB7121025700,용암웰빙스파
DGB7121025800,용암웰빙스파 건너
DGB7121026400,용성119지역대
DGB7121026500,시장떡방앗간
DGB7121026800,고죽교(외촌방향)
DGB7121026900,고죽2리(용성방향)
DGB7121027000,고죽2리(고죽방향)
DGB7121027100,고죽1리(고죽방향)
DGB7121027300,고죽종점
DGB7121027400,고죽종점(용성방향)
DGB7121027700,도덕교(외촌방향)
DGB7121027800,도덕교(용성방향)
DGB7121027900,도덕리(외촌방향)
DGB7121028000,도덕리(용성방향)
DGB7121028100,도덕경로당입구
DGB7121028300,외촌리(외촌방향)
DGB7121028400,외촌리(용성방향)
DGB7121028600,외촌입구(용성방향)
DGB7121028700,외촌입구(외촌방향)
DGB7121029000,외촌리노인정 건너
DGB7121029100,외촌리노인정
DGB7121029300,내촌리(용성방향)
DGB7121029400,내촌리(내촌방향)
DGB7121029500,내촌마을회관
DGB7121029600,내촌마을회관 건너
DGB7121029900,도덕경로당입구 건너
DGB7121031000,내동경로회관
DGB7121031100,내동경로회관 건너
DGB7121031200,남방경로회관
DGB7041035200,현대백조아파트앞
DGB7041035600,대구전자공업고등학교1
DGB7041035700,장기초등학교
DGB7041035800,용산2동행정복지센터건너
DGB7041035900,영남우방타운2차아파트
DGB7041036000,성서푸른마을아파트건너
DGB7041036300,모다아울렛건너
DGB7041036500,한국산업은행성서지점앞
DGB7041036900,우방송현하이츠건너
DGB7041037000,우방송현하이츠
DGB7041037100,월성청구코아앞
DGB7041037300,서남시장앞2
DGB7041037500,한국산업은행성서지점건너
DGB7041037600,계명대역(3번출구)
DGB7041037700,강창역(2번출구)
DGB7041037800,삼성명가타운건너
DGB7041037900,삼성명가타운
DGB7041038000,삼성한국형아파트앞
DGB7041038100,삼성한국형아파트건너
DGB7041038200,대곡강산타운
DGB7041038300,상인은행아파트앞
DGB7041038400,태왕아너스베스트앞
DGB7041038600,송현초등학교앞
DGB7041038800,한화꿈에그린앞
DGB7041038900,한화꿈에그린건너1
DGB7041039000,호산초등학교건너
DGB7041039100,희성전자건너
DGB7041039200,케이에스건너
DGB7041039300,케이에스앞
DGB7041039400,금호기전
DGB7041039500,스틸웨이
DGB7041039600,화영테크건너
DGB7041039700,화영테크앞
DGB7041039800,성서협업단지건너
DGB7041039900,성서협업단지앞
DGB7041040000,한국환경공단건너
DGB7041040100,한국환경공단앞
DGB7041040200,도시관리본부건너
DGB7041040300,도시관리본부앞
DGB7041041200,흥성정공건너
DGB7041041300,흥성정공앞
DGB7041041400,영진산업
DGB7041041500,일심제약
DGB7041041600,성서공단물류센터
DGB7041041700,대구지료재생사
DGB7041041800,덴티스앞
DGB7041043200,와룡시장건너
DGB7041043300,와룡공원앞
DGB7041043400,와룡공원건너
DGB7041043500,경창산업
DGB7041043600,유림물산
DGB7041043700,삼보
DGB7041043800,쌍용머티리얼
DGB7041043900,세흥인쇄
DGB7041044000,경북크랑크
DGB7041044100,대천119안전센터앞
DGB7041044200,대천119안전센터건너
DGB7041044300,평안
DGB7041044400,풍국주정공업
DGB7041044500,현대금속
DGB7041044600,제일규산
DGB7041044700,㈜윔스건너
DGB7041044800,㈜윔스앞
DGB7041044900,아멕스
DGB7041045000,아멕스건너
DGB7041045700,삼익THK건너
DGB7041045800,삼익THK앞
DGB7041045900,한국타이어건너
DGB7041046000,한국타이어
DGB7041046100,이곡역(2번출구)
DGB7041046200,이곡역(3번출구)
DGB7111004300,화원고등학교앞
DGB7111004400,화원고등학교건너
DGB7111004500,설화리(시내방향)
DGB7111004600,설화리(시외방향)
DGB7111004700,옥포간경리1
DGB7111004800,옥포간경리2
DGB7111005000,옥포농협앞
DGB7111005100,본리2
DGB7111005200,선녀곡앞(옥포)
DGB7111005300,선녀곡건너(옥포)
DGB7111005400,교항리앞
DGB7111005500,교항리건너
DGB7111005600,달성교육지원청-대구예아람학교건너
DGB7111005700,옥포농협강림지점건너
DGB7111005800,옥포농협강림지점앞
DGB7111005900,논공읍사무소건너2
DGB7111006000,달성예비군훈련장앞
DGB7111006100,달성예비군훈련장건너
DGB7111006200,삼리리1(논공)
DGB7111006300,삼리리2(논공)
DGB7111006400,위천1리앞
DGB7111006500,위천1리건너
DGB7111006600,상리공단
DGB7111006700,상리공단건너
DGB7111006800,달성보앞
DGB7111006900,현풍할매곰탕건너
DGB7111007000,현풍할매곰탕
DGB7111007100,달성군보건소
DGB7111007200,달성경찰서
DGB7111007300,북동초등학교앞
DGB7111007400,북동초등학교건너
DGB7111007500,성원아파트앞
DGB7111007600,성원아파트건너
DGB7111007700,대동금속건너
DGB7111007800,대동금속앞
DGB7111007900,평화씨엠비앞
DGB7111008000,평화씨엠비건너
DGB7111008100,달성군민운동장앞
DGB7111008200,달성군민운동장건너
DGB7111008300,평광3차아파트
DGB7111008400,평광3차아파트건너
DGB7111008500,달성산업단지건너
DGB7111008600,관리공단
DGB7111008700,대동공업
DGB7111008800,유신섬유네거리2
DGB7111008900,이천리(시내방향)
DGB7111009000,이천리(시외방향)
DGB7111009100,달천리(시내방향)
DGB7111009200,달천리(시외방향)
DGB7111009300,박곡리(시내방향)
DGB7111009400,박곡리(시외방향)
DGB7111009500,박곡리해랑포건너
DGB7111009600,박곡리해랑포앞
DGB7111009700,방천리1
DGB7111009800,강서소방서건너
DGB7111009900,강창교1(성서방향)
DGB7111010000,대실역(1번출구)
DGB7111010100,대실역(2번출구)
DGB7111010200,매곡사거리2
DGB7111010300,건영캐스빌앞
DGB7111010500,다사농협주유소건너
DGB7111010600,다사농협주유소앞
DGB7111010700,서재보성타운건너
DGB7111010800,서재보성타운앞
DGB7111010900,성주사앞
DGB7111011000,단산리(종점)
DGB7111011200,문양리입구1
DGB7111011300,문양리입구2
DGB7111011400,성주사건너
DGB7111011500,서재금봉타운
DGB7111011600,서재금봉타운건너
DGB7111011800,명곡리1
DGB7111011900,명곡리2
DGB7111012000,천내우방1차
DGB7121031300,남방경로회관 건너
DGB7121031400,여천종점
DGB7121031500,여천종점(경산방향)
DGB7121031600,신대삼거리(영대방향)
