정류장번호,정류장명
DGB7121031700,호곡지 건너
DGB7121031800,당음리입구(경산방향)
DGB7121031900,당음지(경산방향)
DGB7121032000,신월리(경산방향)
DGB7121032100,백안리마을회관(경산방향)
DGB7121032200,남신리입구(경산방향)
DGB7121032300,북사리2(경산방향)
DGB7121032400,신대2리구판장 앞
DGB7121032600,가일보건진료소 앞
DGB7121032700,가일리(신촌방향)
DGB7121032800,대동1리(은해사방향)
DGB7121032900,대동1리(경산방향)
DGB7121033000,대동공단(와촌방향)
DGB7121033100,대동교(경산방향)
DGB7121033200,대동2리(은해사방향)
DGB7121033300,대동2리(경산방향)
DGB7121033400,덕산레이스
DGB7121033700,정평성당앞
DGB7121038300,월드컵충전소 앞
DGB7121038400,옥산협화아파트
DGB7121038500,백천부영 초록마을(백자로)
DGB7121038600,옥산우방아파트
DGB7121038700,옥산청구아파트
DGB7121038800,창신성암타운 건너
DGB7121038900,성암산수정사
DGB7121039000,신동아파밀리에
DGB7121039100,옥곡초교 건너
DGB7121039200,동화프라임빌
DGB7121039300,옥곡부영조은마을
DGB7121039400,문명고(백자로)
DGB7121039500,팰리스부영 2단지A 건너
DGB7121039600,사동2(백자로) 건너
DGB7121039700,사동휴먼시아1차 앞
DGB7121039800,사동부영6차
DGB7121039900,화성파크드림A 건너
DGB7121052600,사동성당네거리(대구방향)
DGB7121052700,사동성당네거리(한의대방향)
DGB7121052800,화성파크드림A
DGB7121052900,동부동행정복지센터
DGB7121053000,사동휴먼시아1차 건너
DGB7121053100,사동2(백자로)
DGB7121053200,팰리스부영 2단지A
DGB7121053300,팰리스부영 1단지A
DGB7121053400,백천사거리(인공분수앞)
DGB7121053500,경산중앙병원후문
DGB7121053600,옥곡부영두리마을
DGB7121053700,옥곡한일유엔아이
DGB7121053800,옥곡초교
DGB7121053900,신동아파밀리에 건너
DGB7121054000,성암산수정사 건너
DGB7121054100,창신성암타운
DGB7121054200,옥산청구아파트 건너
DGB7121054300,옥산우방아파트 건너
DGB7121054400,옥산협화아파트 건너
DGB7121054500,월드컵충전소 건너
DGB7121054600,소라아파트 건너
DGB7121054601,더사랑교회건너
DGB7121054602,더사랑교회
DGB7121054700,경일대종점 건너
DGB7121054800,경일대종점
DGB7121054900,펜타힐즈푸르지오북편
DGB7121055000,펜타힐즈푸르지오북편 건너
DGB7121056000,더사랑교회
DGB7121057000,더사랑교회 건너
DGB7121058000,중산삼거리(경산방향)
DGB7121059000,중산하늘채퍼스트 서편
DGB7121060000,중산하늘채퍼스트 서편 건너
DGB7121060100,영대교(대구방향)
DGB7171000100,호촌2리(화원방향)
DGB7171000200,호촌2리(다산방향)
DGB7171000300,다산농협건너
DGB7171000500,벌지보건소
DGB7171000600,벌지1리(종점)
DGB7171000700,득성리(성산IC입구)
DGB7171000800,기족리고령군
DGB7171000900,기산리고령군
DGB7171001200,사부2리(고령군)
DGB7171001300,사부1리(고령군)
DGB7171001600,노곡리(종점)
DGB7171001700,가야대학교앞
DGB7171001800,가야대학교건너
DGB7171001900,다산농협앞
DGB7171002500,고령시외버스터미널앞
DGB7171002600,고령군청앞
DGB7041046400,용산역(6번출구)
DGB7041046600,롯데캐슬그랜드
DGB7041046700,대구지방법원서부지원
DGB7041046800,달구벌종합복지관앞
DGB7041046900,달구벌종합복지관건너
DGB7041047000,장산초등학교앞
DGB7041047100,장산초등학교건너
DGB7041047200,1차서한화성타운앞
DGB7041047300,현대백조아파트(북편)
DGB7041047400,영남네오빌비스타
DGB7041047500,달서구새마을회건너
DGB7041047600,달서구새마을회앞
DGB7041047700,새본리중학교앞
DGB7041047800,본리도서관앞
DGB7041047900,달서시장건너
DGB7041048000,달서시장앞
DGB7041048100,본리롯데캐슬
DGB7041048300,삼호아파트앞
DGB7041048500,남부초등학교건너
DGB7041048600,남부초등학교앞
DGB7041048700,상서고등학교건너
DGB7041048800,상서고등학교앞
DGB7041048900,두류공원(야외음악당건너)
DGB7041049000,두류공원(야외음악당앞)
DGB7041049100,두류3동파출소건너
DGB7041049200,두류3동파출소앞
DGB7041049400,이월드(구.우방랜드)건너
DGB7041049500,이월드(구.우방랜드)앞
DGB7041049600,두류파출소건너
DGB7041049700,두류파출소앞
DGB7041051200,성서청구타운앞
DGB7041051300,대구학생문화센터
DGB7041051400,우방드림시티앞
DGB7041051500,대건고교-효성여고2
DGB7041051600,월성주공3단지
DGB7041051700,대건고교-효성여고1
DGB7041051800,현대백조아파트건너
DGB7041051900,성산초등학교앞
DGB7041052000,성산중학교앞
DGB7041052400,장기파랑새마을앞
DGB7041052500,장기영남네오빌
DGB7041052600,성서보성타운2차건너2
DGB7041052700,전자관
DGB7041052800,유천포스코건너
DGB7041052900,유천포스코앞
DGB7041053000,성서4차산업단지앞1
DGB7041053100,대천교
DGB7041053200,유천교1
DGB7041053300,유천교2
DGB7041053400,우방죽전타운앞2
DGB7041053500,상인현대맨션앞
DGB7041053700,장기초록나라건너
DGB7041053800,대구전자공업고등학교2
DGB7041053900,죽전119안전센터건너
DGB7041054000,대성테크앞
DGB7041054100,삼우섬유앞
DGB7041054200,삼성물류센터앞
DGB7041054300,신흥버스
DGB7041054400,조암초등학교앞
DGB7041054500,월성코오롱하늘채앞
DGB7041054600,월성코오롱하늘채건너
DGB7041054700,조암초등학교건너
DGB7041054800,월배이안아파트건너
DGB7041054900,월배이안아파트앞
DGB7041055000,성서주공5단지앞
DGB7041055100,달서별빛캠핑장앞
DGB7041055200,상인역e-편한세상앞
DGB7041055300,청남타운앞
DGB7041055400,조암네거리1
DGB7041055500,조암네거리2
DGB7111012100,천내영남맨션
DGB7111012200,논공읍사무소건너1
DGB7111012300,논공읍사무소
DGB7111012500,삼리1리1
DGB7111012600,금포초등학교건너
DGB7111012700,금포초등학교
DGB7111012800,논공삼거리2
DGB7111012900,북리1
DGB7111013000,북리2
DGB7111013100,한국델파이건너
DGB7111013200,한국델파이앞
DGB7111013300,현풍농협
DGB7111013400,현풍주공아파트
DGB7111013600,냉천2리
DGB7111013800,상원리(마을회관)1
DGB7111014200,우록리(종점)
DGB7111014300,설화명곡역(4번출구)
DGB7111014400,명곡미래빌3단지건너
DGB7111014800,대구텍앞
DGB7111014900,동곡리
DGB7111015000,달서중고등학교건너
DGB7111015100,감문리(삼실)앞
DGB7111015300,묘2리(고려정밀)
DGB7111015400,묘1리
DGB7111015500,하빈교삼거리2
DGB7111015600,감문1리1
DGB7111015700,감문1리2
DGB7111015800,감문1리3
DGB7111016000,하빈면사무소앞
DGB7111016100,하빈초등학교앞
DGB7111016200,하빈면사무소건너
DGB7111016300,하빈우체국앞
DGB7111016400,현내2리중방마을앞
DGB7111016500,현내2리중방마을건너
DGB7111016600,현내1리
DGB7111016700,무등2리
DGB7111016800,무등1리1
DGB7111016900,무등1리2
DGB7111017000,대평교회앞
DGB7111017100,서재문화체육센터앞1
DGB7111017200,서재문화체육센터건너
DGB7111017400,교항2리회관
DGB7111017500,금계초등학교(교항리)
DGB7111017600,옥포중앙교회앞
DGB7111017700,신당리
DGB7111017800,옥포주유소앞
DGB7111017900,송해공원
DGB7111018000,반송리
DGB7111018100,솔비식당입구맞은편
DGB7111018200,솔비식당입구
DGB7111018500,명곡미래빌2단지건너
DGB7111018600,명곡미래빌3단지앞
DGB7111018700,명곡미래빌4단지
DGB7111018800,명곡미래빌1단지
DGB7111019000,홍천사입구
DGB7111019100,홍천사건너
DGB7111019200,화원유원지(사문진주막촌)
DGB7111019300,다사고등학교앞
DGB7111019400,강창하이츠
DGB7111019500,매곡사거리1
DGB7111019600,다사읍행정복지센터건너
DGB7111019800,부곡리
DGB7111019900,부곡리건너
DGB7111020000,문양리2
DGB7111020100,문양리1
DGB7111020300,동곡초등학교건너
DGB7111020500,봉촌1리1
DGB7111020600,봉촌리
DGB7111020800,하산1리
DGB7111020900,세천리1
DGB7111021000,다사읍사무소서재출장소앞
DGB7111021100,화원시장앞
DGB7111021200,화원시장건너
DGB7111021300,본리지구건너
DGB7111021400,본리지구앞
DGB7171002700,고령시외버스터미널건너
DGB7171003000,호촌리1
DGB7171003100,호촌리2
DGB7171003200,다산주공아파트앞
DGB7171003300,다산주공아파트건너
DGB7171003500,득성리마을회관
DGB7171003700,다산(종점)
DGB7171003800,금류아파트2차(대구방향)
DGB7171003900,금류아파트2차(고령방향)
DGB7171004000,벌지교회
DGB7171004100,무계리
DGB7171004200,고령축산물공판장
DGB7171004300,박곡
DGB7171004400,공단앞
DGB7171004500,송곡1리
DGB7171004600,벌지1리
DGB7171004700,나정삼거리
DGB7171004800,노곡리
DGB7171004900,고방
DGB7171005000,월성리-장척
DGB7171005100,월성리-다산중학교
DGB7171005200,고령축산물공판장(건너)
DGB7171005300,공단앞(공판장방면)
DGB7181000100,영진주유소
DGB7181000200,봉암리
DGB7181000300,봉암동
DGB7181000400,태백주유소(칠곡군)1
DGB7181000500,마늘유통센터건너
DGB7181000600,송림사입구앞(칠곡군)
DGB7181000700,송림사입구건너(칠곡군)
DGB7181000800,동명파출소
DGB7181000900,새마을금고앞
DGB7181001000,동명면행정복지센터
DGB7181001100,동명면우체국건너
DGB7181001200,방턱골
DGB7181001400,송림마을(칠곡군)
DGB7181001600,다부동
DGB7181001700,다부리 전적기념관
DGB7181001800,학명리입구
DGB7181001900,학명리 건너2
DGB7181002000,가산리
DGB7181002100,가천입구건너
DGB7181002200,삼산건너
DGB7181002300,삼산
DGB7181002400,동명초등학교입구
DGB7181002500,금암4리
DGB7181002700,추동교
DGB7181002800,연호2리(칠곡농장)입구
DGB7181002900,송학리윗세뜸
DGB7181003000,금화리건너
DGB7181003100,다부1리
DGB7181003200,천평리(금화방면)
DGB7181003700,송학교입구
DGB7181003800,대구예술대학교
DGB7181004100,연호2동주민센터
DGB7181004500,가좌삼거리
DGB7181004600,동부초등학교
DGB7181004800,남원1리
DGB7181004900,남원2리
DGB7181006800,법성삼거리
DGB7181006900,다예원
DGB7181007000,동명교통
DGB7181071100,동명성당건너
DGB7181071200,구덕네거리(상행)
DGB7181071300,송림삼거리(상행)
DGB7181071400,대구은행연수원앞
DGB7181071500,동명성당
DGB7181071600,구덕네거리(하행)
DGB7181071700,송림삼거리(하행)
DGB7181072400,기성2리(상행)
DGB7181072500,기성2리(하행)
DGB7181072600,대구은행연수원건너
DGB7181072700,영진주유소건너
DGB7181072800,영진전문대학칠곡캠퍼스정문건너
DGB7181072900,영진전문대학칠곡캠퍼스정문
DGB7181073000,남창마을입구
DGB7181073100,다예원건너
DGB7181073200,기성2리(가좌마을)
DGB7181073300,구덕리동명저수지앞
DGB7181073500,송학2리사거리입구
DGB7041055600,용산역
DGB7041055700,장기초등학교1
DGB7041055800,장기초등학교2
DGB7041055900,대구전자공고남편
DGB7041056000,달서아트센터앞
DGB7041056100,달서아트센터건너
DGB7041056200,본리네거리3
DGB7041056300,성림첨단산업건너
DGB7041056400,성림첨단산업앞
DGB7041056500,월배힐스테이트앞
DGB7041056800,월배쌍용예가앞
DGB7041056900,월배쌍용예가건너
DGB7041057000,월배힐스테이트건너
DGB7041057100,월배차량기지앞
DGB7041057200,월배차량기지건너
DGB7041057300,청남타운건너
DGB7041057400,상인2동행정복지센터건너
DGB7041057500,상화네거리
DGB7041057600,서부정류장역북편1
DGB7041057700,서부정류장역북편2
DGB7041057800,삼호아파트건너
DGB7041057900,성당초교앞
DGB7041058100,대진중고등학교건너
DGB7041058200,정부대구지방합동청사앞
DGB7041058300,정부대구지방합동청사건너
DGB7041058400,대진중고등학교앞
DGB7041058500,정부대구지방합동청사후문1
DGB7041058600,1차서한화성타운건너
DGB7041058700,성서4차산업단지앞2
DGB7041058800,월배아이파크1차앞
DGB7041058900,진천역AK그랑폴리스아파트앞
DGB7041059000,e-편한세상월배앞
DGB7041059100,e-편한세상월배건너
DGB7041059200,정부대구지방합동청사후문2
DGB7041059300,서부정류장(관문시장건너)2
DGB7041059400,월촌역(7번출구)1
DGB7041059500,대곡주공5단지앞
DGB7041059600,대곡주공5단지건너
DGB7041059700,달서자동차검사소앞
DGB7041059800,달서자동차검사소건너
DGB7041059900,죽전역(1번출구)
DGB7041060100,남도버스1
DGB7041060200,남도버스2
DGB7041060300,반고개역(3번출구)
DGB7041060400,대천공영차고지앞
DGB7041060500,성서국민체육센터앞
DGB7041060600,국민연금네거리
DGB7041060700,국민연금네거리1
DGB7041060800,한화꿈에그린건너2
DGB7041060900,월배아이파크2차앞
DGB7041061000,월배아이파크2차건너
DGB7041061100,유천초등학교앞
DGB7041061200,대구세명학교건너
DGB7041061300,계명대학교동산병원건너
DGB7041061400,대곡고등학교앞
DGB7041061500,월배국민체육센터건너
DGB7041061600,수목원풍경그린아파트건너
DGB7041061700,수목원호정포레스트아파트앞
DGB7041061800,새각단건너
DGB7041061900,대곡파출소1
DGB7041062000,대곡공원건너
DGB7041062100,대곡공원앞
DGB7041062200,대곡파출소2
DGB7041062300,새각단앞
DGB7041062400,수목원제일풍경채앞
DGB7041062500,수목원풍경그린아파트앞
DGB7041062600,월배국민체육센터앞
DGB7041062700,대곡고등학교건너
DGB7111021500,시립희망원
DGB7111021600,대곡역그린빌
DGB7111021700,정대1리(안매남)
DGB7111021800,정대1리(바깥매남)
DGB7111021900,정대2리마을회관앞
DGB7111022200,행정리(한천서원)
DGB7111022300,행정리
DGB7111022400,상원리(전평못식당)1
DGB7111022500,단산리입구1
DGB7111022600,오설리
DGB7111022700,동아제약건너
DGB7111022800,동아제약
DGB7111022900,샤니삼거리2
DGB7111023000,샤니삼거리1
DGB7111023100,용연사
DGB7111023200,논공삼거리1
DGB7111023300,달성취수장건너
DGB7111023400,달성취수장앞
DGB7111023500,위천삼거리(현풍방향)
DGB7111023600,성요셉요양병원건너
DGB7111023700,성요셉요양병원앞
DGB7111023800,박석진교
DGB7111023900,성하리
DGB7111024000,현풍삼거리
DGB7111024100,현풍중고등학교
DGB7111024200,달성우체국건너
DGB7111024400,유가사(종점)
DGB7111024600,도동서원
DGB7111024800,달성소방서건너
DGB7111025000,신기리1
DGB7111025100,신기리2
DGB7111025200,대리마을회관건너
DGB7111025300,대리
DGB7111025400,내리1
DGB7111025500,목단1리마을회관건너
DGB7111025600,수리리
DGB7111025700,징리보건소
DGB7111025800,고봉리
DGB7111025900,평촌리
DGB7111026000,한정리(한정초교건너)
DGB7111026100,한정리(한정초교)
DGB7111026200,달창저수지
DGB7111026300,대산
DGB7111026400,본말(종점)
DGB7111026500,삼산지
DGB7111026600,삼산지건너
DGB7111026700,오리(양지마을)
DGB7111026800,다사고등학교건너
DGB7111026900,연화리
DGB7111027000,매곡(종점)
DGB7111027100,대평2리
DGB7111027200,현풍운전시험장
DGB7111027300,도동
DGB7111027700,에코테마파크대구숲앞
DGB7111027800,가천리
DGB7111027900,달성보건너
DGB7111028000,달성교육지원청-대구예아람학교앞
DGB7111028100,옥포농협건너
DGB7111028300,옥포초등학교앞
DGB7111028400,갈실마을회관종점
